0.213308 0.002814
0.274992 0.000000
0.175954 0.105099
-0.068399 3.017300
-0.059667 3.527418
0.117156 0.487828
0.584139 0.000000
0.038659 1.652973
0.098844 0.490072
0.020130 1.852599
0.307824 0.000000
0.139861 0.338416
-0.166135 5.596443
0.399695 0.000000
-0.033539 2.093885
0.088511 1.146349
0.040908 1.068593
-0.036780 3.318195
0.174319 0.053671
0.163473 0.130546
0.143050 0.257518
0.242932 0.000000
0.247901 0.000000
0.129859 0.318765
0.716930 0.000000
0.311516 0.000000
0.337641 0.000000
-0.060863 3.306502
-0.057167 3.407879
0.211391 0.003878
-0.023481 3.099699
0.518215 0.000000
0.149189 0.275539
0.254870 0.000000
0.286820 0.000000
0.142798 0.255615
0.013798 2.299367
0.320495 0.000000
0.096085 0.263842
0.263290 0.000000
0.175208 0.084775
-0.035201 1.970955
-0.096782 2.516830
-0.009614 2.191774
0.352681 0.000000
-0.001655 2.954138
0.036392 1.152030
0.396872 0.000000
0.080022 0.933449
0.199706 0.018893
0.109129 0.427134
0.080254 1.075635
0.232373 0.000000
0.230059 0.000000
0.156157 0.151645
-0.082554 3.390344
0.112018 0.473553
0.211156 0.003643
0.149951 0.180481
0.009937 1.266737
0.157240 0.181984
0.256615 0.000000
0.250092 0.000000
0.288534 0.000000
-0.017210 2.976099
0.547732 0.000000
0.287090 0.000000
0.166221 0.167018
0.286931 0.000000
0.235974 0.000000
0.061821 1.288939
0.180783 0.066683
0.289097 0.000000
0.637491 0.000000
0.090188 1.165787
0.084258 0.765715
-0.136843 4.840198
0.094195 0.417958
0.064521 0.347778
-0.110400 4.812617
0.066335 0.483892
0.061831 1.514178
0.491882 0.000000
0.173440 0.072076
0.371701 0.000000
0.236681 0.000000
0.143749 0.000000
0.253977 0.000000
0.173596 0.171253
-0.177629 6.138592
0.219216 0.000000
0.060060 1.359149
0.095535 0.716058
0.092553 0.851737
0.234129 0.000000
-0.157101 5.607666
0.085181 0.989315
0.204395 0.011068
0.079166 0.944001
-0.218586 6.396417
0.062769 1.437706
0.335956 0.000000
0.001942 2.732573
0.656891 0.000000
0.246189 0.000000
-0.161541 2.025169
0.151191 0.108716
0.037036 1.242541
0.506848 0.000000
0.244998 0.000000
0.256015 0.000000
0.196799 0.022985
0.208099 0.006061
0.131801 0.521353
0.013513 2.151131
0.319366 0.000000
0.242463 0.000000
0.025792 1.777981
0.015600 2.884880
0.003674 1.250941
0.099891 0.640333
0.044071 1.063906
0.114018 0.322210
0.076733 0.663783
0.469487 0.000000
0.237294 0.000000
0.063884 1.484919
0.226516 0.000000
0.275362 0.000000
0.149133 0.175829
0.199054 0.016006
0.079086 0.560991
-0.012378 1.893917
0.182361 0.066365
0.191550 0.039277
0.266279 0.000000
0.037846 1.309416
0.425036 0.000000
0.071523 1.125673
0.233373 0.000000
0.137677 0.190337
0.154047 0.195311
0.340634 0.000000
0.111972 0.391128
