0.032162 4.401196
-0.098859 11.542210
-0.005443 2.532270
0.067985 3.478642
0.018865 6.252133
-0.156589 6.163761
0.006104 5.048159
0.301088 0.078735
0.144206 1.832719
0.333053 0.009618
-0.153766 5.525651
-0.055549 7.405442
-0.184073 9.596693
-0.089317 6.771479
-0.022508 8.284021
-0.487735 11.567693
-0.092836 9.598739
-0.144192 8.736310
0.083557 3.206834
-0.075618 6.175153
-0.099969 10.693157
0.074936 3.579898
-0.169557 11.889927
-0.020219 4.788363
0.023114 5.303155
0.300310 0.069316
-0.016973 6.299683
-0.068161 6.575812
-0.211788 8.737934
0.056320 4.313316
0.017930 7.362300
0.165253 1.255492
-0.028879 5.518427
-0.131103 5.326080
-0.102568 9.776666
-0.008189 9.176608
-0.149670 14.066403
-0.514849 10.728946
-0.091238 10.088245
-0.112984 12.206469
0.046573 3.945514
-0.058078 5.306189
0.026892 4.609562
0.175392 1.063402
-0.233337 11.453395
-0.231245 14.222392
0.112320 3.292821
0.014189 5.254154
-0.001853 5.491029
-0.103109 10.188111
0.004159 5.281790
-0.083722 8.207665
-0.075079 9.572599
-0.365582 15.599397
0.083797 1.320476
-0.054146 7.661117
-0.010150 6.384300
-0.191469 15.219204
0.096570 2.072896
0.045738 2.477555
0.044192 5.611699
-0.043010 10.638151
-0.024566 5.684379
-0.085981 9.993755
0.148905 1.559670
-0.039651 6.150204
-0.098038 8.088905
-0.152832 13.846203
0.153937 1.663194
-0.036307 6.955330
-0.164996 9.972367
0.019173 5.971419
0.114751 2.435928
-0.497750 14.232886
-0.023344 7.686802
0.007012 8.050262
0.009948 5.709454
-0.088460 10.869240
0.148878 1.779040
-0.168229 9.308601
0.106718 2.242476
0.154534 1.514188
-0.639886 9.126547
0.114245 2.279127
-0.163107 16.159733
-0.237770 10.904557
-0.247619 12.936220
-0.010719 4.600194
-0.377777 6.938620
0.119040 3.312811
-0.087862 7.396960
-0.107421 4.609052
-0.248624 7.045044
-0.979967 13.171750
0.360573 0.000000
0.029343 5.754919
-0.155480 12.906106
0.007019 6.073291
-0.030437 6.743620
-0.062294 8.315334
-0.082450 10.184630
-0.110581 8.994322
-0.035392 7.898375
0.188837 1.025010
-0.154918 5.807926
0.070506 3.288055
0.060592 3.564158
0.166210 0.727074
-0.071771 9.546143
-0.207515 8.211699
0.045433 3.797435
-0.000234 4.035931
-0.160964 9.331846
-0.024750 7.012257
-0.051878 8.429770
-0.102609 6.552950
-0.037494 6.937733
-0.192616 12.264174
-0.184254 5.499864
0.065223 3.684563
-0.211941 7.821286
-0.005347 6.992031
-0.178687 8.903302
-0.091649 4.650581
0.005228 4.738306
-0.063695 10.858164
0.059618 2.905344
-0.072555 10.500188
-1.000000 9.317659
-1.000000 15.430032
-0.157768 9.799906
0.000442 4.074753
0.280340 0.130950
0.028129 4.452351
0.103181 1.774252
-0.065546 7.026708
-0.223370 13.442860
-0.066497 7.143567
-0.103029 9.546092
0.460640 0.000000
-0.178631 11.323830
-0.091406 7.719465
-0.193321 8.694317
-0.074626 6.190523
-0.207939 16.154315
-0.149593 8.194122
0.087175 3.564644
0.047907 4.445324
-0.143276 6.820405
0.045144 2.858229
0.177538 0.786500
-0.300276 10.334957
-0.037280 10.120995
0.095640 2.833464
-0.096417 8.945428
-0.030228 7.278310
-0.080092 9.410755
-0.125521 9.462378
0.149839 1.422798
0.036324 3.121792
-0.158562 7.792996
-0.057594 7.757743
-0.013124 8.749231
0.000681 6.795932
-0.059983 6.044431
0.044018 5.481783
0.033431 5.253072
0.011613 4.962816
0.044118 3.880345
0.114269 1.604511
0.210651 0.723848
0.262444 0.387110
-0.195959 9.653245
-0.075620 10.513378
-1.000000 4.649087
-0.170031 11.313724
0.018544 4.811436
-0.031191 6.516944
